competition_track,canonical_position_code,athlete_name,position_family,nationality,hub_elite_score,seed_rank_anchor,shortlist_stage,source_audit_status,inclusion_type,priority_block,owner,target_shortlist_size,current_shortlist_size,next_expansion_target,notes
feminino,lateral_direito,Marion Torrent,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,lateral_esquerdo,Perle Morroni,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,lateral_esquerdo,Amel Majri,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,lateral_esquerdo,Elise Kellond-Knight,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,lateral_esquerdo,Esmee Brugts,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,lateral_esquerdo,Felicitas Rauch,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,meia_central,Danielle van de Donk,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,meia_central,Sara Dabritz,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,meia_central,Leicy Santos,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,meia_central,Filippa Angeldahl,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,meia_central,Sandie Toletti,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,segundo_atacante,Nicole Anyomi,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,segundo_atacante,Rasheedat Ajibade,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,segundo_atacante,Linda Caicedo,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,segundo_atacante,Cloe Lacasse,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,segundo_atacante,Manuela Giugliano,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,lateral_direito,Branislav Ivanovic,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,lateral_direito,Lilian Thuram,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,lateral_direito,Jesus Navas,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,lateral_direito,Glen Johnson,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,lateral_direito,Danilo,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,lateral_esquerdo,Denis Irwin,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,lateral_esquerdo,Maxwell,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,lateral_esquerdo,Eric Abidal,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,lateral_esquerdo,Leighton Baines,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,lateral_esquerdo,Gianluca Zambrotta,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,meia_central,Cesc Fabregas,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,meia_central,Michael Ballack,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,meia_central,Yaya Toure,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,meia_central,Thiago Alcantara,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,meia_central,Ruben Neves,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,segundo_atacante,Raul,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,segundo_atacante,Eric Cantona,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,segundo_atacante,Gianfranco Zola,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,segundo_atacante,Emilio Butragueno,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,segundo_atacante,Teddy Sheringham,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,ponta_direita,Lynn Williams,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,ponta_direita,Jessica Silva,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,ponta_direita,Shanice van de Sanden,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,ponta_direita,Cortnee Vine,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,ponta_direita,Rosella Ayane,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,ponta_esquerda,Tobin Heath,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
feminino,ponta_esquerda,Adriana,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
feminino,ponta_esquerda,Melvine Malard,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
feminino,ponta_esquerda,Athenea del Castillo,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
feminino,ponta_esquerda,Rachel Daly,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,ponta_direita,Pedro Neto,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,ponta_direita,Ousmane Dembele,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,ponta_direita,Joaquin,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,ponta_direita,Nani,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,ponta_direita,Jarrod Bowen,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
masculino,ponta_esquerda,Alexis Sanchez,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 11 apos auditoria externa
masculino,ponta_esquerda,Kingsley Coman,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 12 apos auditoria externa
masculino,ponta_esquerda,Hirving Lozano,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 13 apos auditoria externa
masculino,ponta_esquerda,Allan Saint-Maximin,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 14 apos auditoria externa
masculino,ponta_esquerda,Ansu Fati,amplitude_ofensiva,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_3_wide_profiles,Lara Nascimento,25,25,25,promovido do growth top25 rank 15 apos auditoria externa
feminino,centroavante,Eugenie Le Sommer,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
feminino,centroavante,Bethany England,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
feminino,centroavante,Abby Wambach,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
feminino,centroavante,Patrizia Panico,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
feminino,centroavante,Melissa Tancredi,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
feminino,goleiro,Pauline Peyraud-Magnin,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
feminino,goleiro,Kailen Sheridan,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
feminino,goleiro,Chiamaka Nnadozie,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
feminino,goleiro,Karina LeBlanc,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
feminino,goleiro,Laura Giuliani,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
feminino,meia_ofensivo,Catalina Usme,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
feminino,meia_ofensivo,Vicky Losada,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
feminino,meia_ofensivo,Jenni Hermoso,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
feminino,meia_ofensivo,Camille Abily,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
feminino,meia_ofensivo,Linda Medalen,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
feminino,volante,Desiree Scott,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
feminino,volante,Sara Bjork Gunnarsdottir,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
feminino,volante,Elin Rubensson,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
feminino,volante,Oriane Jean-Francois,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
feminino,volante,Janina Minge,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
feminino,zagueiro,Griedge Mbock,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
feminino,zagueiro,Abby Dahlkemper,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
feminino,zagueiro,Osinachi Ohale,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
feminino,zagueiro,Maelle Lakrar,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
feminino,zagueiro,Magdalena Eriksson,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
masculino,centroavante,Hernan Crespo,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
masculino,centroavante,Robin van Persie,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
masculino,centroavante,Miroslav Klose,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
masculino,centroavante,David Villa,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
masculino,centroavante,Pierre-Emerick Aubameyang,atacante_referencia,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
masculino,goleiro,Walter Zenga,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
masculino,goleiro,Fabien Barthez,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
masculino,goleiro,Hugo Lloris,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
masculino,goleiro,Jose Luis Chilavert,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
masculino,goleiro,Victor Valdes,goleiro,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
masculino,meia_ofensivo,Wesley Sneijder,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
masculino,meia_ofensivo,James Rodriguez,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
masculino,meia_ofensivo,Pablo Aimar,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
masculino,meia_ofensivo,Hakan Calhanoglu,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
masculino,meia_ofensivo,Tomas Rosicky,meio_criativo,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
masculino,volante,Edgar Davids,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
masculino,volante,Esteban Cambiasso,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
masculino,volante,Michael Essien,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
masculino,volante,Fernandinho,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
masculino,volante,Nemanja Matic,meio_contencao,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
masculino,zagueiro,Daniel Passarella,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
masculino,zagueiro,Walter Samuel,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
masculino,zagueiro,Sol Campbell,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
masculino,zagueiro,Ricardo Carvalho,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
masculino,zagueiro,Pepe,defesa_central,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_1_core_positions,Diego Torres,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
feminino,lateral_direito,Kerstin Casparij,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
feminino,lateral_direito,Iman Beney,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
feminino,lateral_direito,Maitane Lopez,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
feminino,lateral_direito,Ailing Wang,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
feminino,lateral_direito,Risa Shimizu,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
feminino,lateral_esquerdo,Olga Carmona,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
feminino,lateral_esquerdo,Casey Krueger,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
feminino,lateral_esquerdo,Sofia Huerta,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
feminino,lateral_esquerdo,Megan Reid,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
feminino,lateral_esquerdo,Courtney Nevin,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
feminino,meia_central,Jordan Nobbs,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
feminino,meia_central,Fara Williams,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
feminino,meia_central,Caroline Weir,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
feminino,meia_central,Laura Freigang,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
feminino,meia_central,Amanda Sampedro,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
feminino,segundo_atacante,Klara Buhl,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
feminino,segundo_atacante,Celia Sasic,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
feminino,segundo_atacante,Anja Mittag,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
feminino,segundo_atacante,Svenja Huth,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
feminino,segundo_atacante,Ramona Bachmann,atacante_movimento,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Diego Torres,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
masculino,lateral_direito,Reece James,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
masculino,lateral_direito,Benjamin Pavard,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
masculino,lateral_direito,Pablo Zabaleta,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
masculino,lateral_direito,Dan Petrescu,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
masculino,lateral_direito,Cesar Azpilicueta,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
masculino,lateral_esquerdo,Fabio Grosso,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
masculino,lateral_esquerdo,Gael Clichy,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 17 apos auditoria externa
masculino,lateral_esquerdo,Alex Sandro,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 18 apos auditoria externa
masculino,lateral_esquerdo,Lucas Digne,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 19 apos auditoria externa
masculino,lateral_esquerdo,Joan Capdevila,corredor_lateral,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Helena Martins,25,25,25,promovido do growth top25 rank 20 apos auditoria externa
masculino,meia_central,Deco,meio_equilibrio,,,,top25_growth_approved,external_audit_passed,growth_approved,phase_2_support_positions,Lara Nascimento,25,25,25,promovido do growth top25 rank 16 apos auditoria externa
